area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,is_luxury
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1046.0,2.0,1.0,48.0,2,4588.910133843212,False
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290.0,2.0,3.0,56.12,3,4350.387596899225,False
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.76,2,2888.262910798122,False
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1850.0,4.0,2.0,121.0,3,6540.540540540541,False
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,1097.0,2.0,1.0,49.0,2,4466.727438468551,False
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1200.0,3.0,2.0,70.0,2,5833.333333333333,False
Super built-up  Area,Ready To Move,Varthur,3 BHK,2160.0,3.0,2.0,170.0,3,7870.37037037037,False
Super built-up  Area,18-May,Anekal,2 BHK,1140.0,2.0,2.0,52.0,2,4561.403508771929,False
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1297.0,2.0,2.0,98.0,2,7555.898226676947,False
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1150.0,2.0,0.0,50.0,2,4347.826086956522,False
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,1375.0,2.0,1.0,45.0,2,3272.7272727272725,False
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1245.0,2.0,2.0,58.0,2,4658.634538152611,False
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,4750.0,6.0,1.0,948.0,4,19957.894736842107,True
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,1800.0,3.0,0.0,180.0,4,10000.0,False
Super built-up  Area,Ready To Move,Brookefield,3 BHK,1594.0,3.0,2.0,140.0,3,8782.936010037642,False
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,700.0,2.0,2.0,36.0,2,5142.857142857143,False
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1000.0,2.0,0.0,50.0,2,5000.0,False
Plot  Area,Ready To Move,Whitefield,6 Bedroom,4000.0,5.0,1.0,540.0,6,13500.0,True
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,42.0,2,3620.689655172414,False
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,1200.0,6.0,0.0,85.0,6,7083.333333333333,False
Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,600.0,3.0,0.0,140.0,5,23333.333333333332,False
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,1570.0,2.0,2.0,95.0,3,6050.955414012738,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1290.0,2.0,2.0,88.0,2,6821.705426356589,False
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1200.0,2.0,1.0,44.4,2,3700.0,False
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,2777.29,5.0,2.0,649.0,3,23368.10343896388,False
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,2250.0,3.0,0.0,180.0,3,8000.0,False
Built-up  Area,Ready To Move,Defence Colony,2 BHK,1270.0,2.0,2.0,172.0,2,13543.307086614173,False
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,1145.0,2.0,2.0,44.0,2,3842.7947598253277,False
Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,1320.0,2.0,2.0,46.0,3,3484.848484848485,False
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.75,2,2887.323943661972,False
Built-up  Area,18-Mar,Whitefield,3 BHK,1650.0,3.0,2.0,48.0,3,2909.090909090909,False
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1371.0,2.0,1.0,86.0,2,6272.793581327498,False
Built-up  Area,Ready To Move,Doddanakunte,5 Bedroom,2700.0,5.0,2.0,150.0,5,5555.555555555556,True
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1575.0,3.0,1.0,94.5,3,6000.0,False
Super built-up  Area,18-Jan,Yelahanka,2 BHK,1362.0,2.0,2.0,66.0,2,4845.814977973569,False
Built-up  Area,18-Mar,Bettahalsoor,5 Bedroom,3210.0,2.0,2.0,353.0,5,10996.884735202491,True
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1255.0,3.0,1.0,90.0,3,7171.314741035857,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,925.0,2.0,1.0,35.0,2,3783.7837837837837,False
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1088.0,2.0,1.0,30.46,2,2799.6323529411766,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2140.0,3.0,2.0,139.0,3,6495.327102803738,False
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,1584.0,3.0,2.0,101.0,3,6376.262626262626,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1175.0,2.0,2.0,50.0,2,4255.31914893617,False
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,1555.0,3.0,3.0,52.0,3,3344.051446945338,False
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,1585.0,2.0,2.0,79.0,3,4984.22712933754,False
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,71.0,2,5243.722304283604,False
Super built-up  Area,18-Jun,Madiwala,2 BHK,1165.0,2.0,2.0,45.0,2,3862.6609442060085,False
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,1200.0,3.0,1.0,75.0,3,6250.0,False
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1740.0,2.0,1.0,137.0,3,7873.563218390805,False
Plot  Area,Ready To Move,Hebbal,9 Bedroom,1200.0,9.0,2.0,185.0,9,15416.666666666666,False
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,985.0,2.0,1.0,50.17,2,5093.401015228426,False
Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,600.0,4.0,2.0,70.0,3,11666.666666666666,False
Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,1340.0,2.0,2.0,47.0,3,3507.4626865671644,False
Super built-up  Area,20-Aug,Begur Road,3 BHK,1583.0,3.0,1.0,95.23,3,6015.792798483892,False
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,1200.0,1.0,1.0,180.0,2,15000.0,False
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,1122.5,2.0,0.0,61.74,2,5500.22271714922,False
Super built-up  Area,17-Dec,Thanisandra,3 BHK,1573.0,3.0,2.0,100.0,3,6357.279084551812,False
Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,1227.0,2.0,2.0,42.88,2,3494.702526487368,False
Super built-up  Area,Ready To Move,Yemlur,2 BHK,1210.0,2.0,1.0,60.0,2,4958.677685950413,False
Super built-up  Area,19-Feb,Basavangudi,3 BHK,1650.0,3.0,3.0,125.0,3,7575.757575757576,False
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1485.0,2.0,2.0,63.0,3,4242.424242424242,False
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1735.0,3.0,2.0,97.0,3,5590.778097982709,False
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1730.0,3.0,2.0,175.0,3,10115.606936416185,False
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,1684.0,3.0,2.0,86.0,3,5106.88836104513,False
Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,1686.0,3.0,3.0,77.0,3,4567.022538552787,False
Super built-up  Area,Ready To Move,Bikasipura,3 BHK,1654.0,3.0,3.0,82.0,3,4957.678355501814,False
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1600.0,3.0,3.0,105.0,3,6562.5,False
Built-up  Area,Ready To Move,KR Puram,2 BHK,1100.0,2.0,1.0,39.9,2,3627.2727272727275,False
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1655.0,3.0,3.0,95.0,3,5740.181268882176,False
Super built-up  Area,Ready To Move,Hennur,3 BHK,1830.0,3.0,3.0,121.0,3,6612.021857923497,False
Super built-up  Area,18-Apr,Hebbal,3 BHK,1430.0,3.0,1.0,85.0,3,5944.055944055944,False
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,1989.0,4.0,3.0,155.0,3,7792.860734037205,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1044.0,2.0,2.0,55.0,2,5268.199233716475,False
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1426.0,3.0,2.0,85.0,3,5960.729312762974,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1000.0,2.0,1.0,29.0,2,2900.0,False
Plot  Area,18-Jan,Kathriguppe,2 Bedroom,754.0,2.0,0.0,69.99,2,9282.493368700265,False
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,33.06,2,2900.0,False
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,900.0,2.0,1.0,35.0,2,3888.8888888888887,False
Built-up  Area,Ready To Move,Gulakamale,2 BHK,1200.0,2.0,3.0,50.0,2,4166.666666666667,False
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,580.0,1.0,1.0,45.0,1,7758.620689655172,False
Super built-up  Area,18-Apr,Munnekollal,2 BHK,1030.0,2.0,1.0,50.36,2,4889.320388349514,False
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1910.0,4.0,3.0,150.0,3,7853.4031413612565,False
Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,1950.0,3.0,3.0,132.0,3,6769.2307692307695,False
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1724.0,3.0,1.0,125.0,3,7250.580046403712,False
Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,1200.0,2.0,2.0,130.0,3,10833.333333333334,False
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,1314.0,2.0,0.0,225.0,2,17123.287671232876,False
Built-up  Area,Ready To Move,Kothanur,2 BHK,1400.0,2.0,2.0,65.0,2,4642.857142857143,False
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1400.0,2.0,2.0,68.0,3,4857.142857142857,False
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1115.0,2.0,2.0,44.6,2,4000.0,False
Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1300.0,2.0,2.0,55.86,2,4296.923076923077,False
Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,2400.0,4.0,1.0,150.0,4,6250.0,True
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1332.0,2.0,1.0,108.0,2,8108.108108108108,False
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1000.0,2.0,1.0,41.0,2,4100.0,False
Plot  Area,18-Dec,Whitefield,3 Bedroom,1200.0,3.0,2.0,67.75,3,5645.833333333333,False
Built-up  Area,Ready To Move,Whitefield,4 BHK,2444.0,4.0,2.0,145.0,4,5932.896890343699,True
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1600.0,3.0,1.0,85.0,3,5312.5,False
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1196.0,2.0,2.0,57.95,2,4845.3177257525085,False
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2.0,1.0,54.0,2,5268.292682926829,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2180.0,4.0,3.0,180.0,3,8256.880733944954,False
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,1600.0,3.0,2.0,102.0,3,6375.0,False
Built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2.0,1.0,110.0,2,8661.417322834646,False
Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,3290.0,4.0,2.0,460.0,3,13981.76291793313,False
Super built-up  Area,22-May,Jakkur,3 BHK,1932.47,3.0,2.0,183.0,3,9469.7459727706,False
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2086.0,3.0,2.0,160.0,3,7670.182166826462,False
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,1165.0,2.0,1.0,51.42,2,4413.733905579399,False
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1440.0,2.0,2.0,165.0,2,11458.333333333334,False
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1900.0,3.0,2.0,85.0,3,4473.684210526316,False
Built-up  Area,Ready To Move,Chandapura,2 BHK,740.0,1.0,1.0,22.0,2,2972.972972972973,False
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2503.0,3.0,3.0,138.0,3,5513.383939272872,False
Super built-up  Area,18-Aug,Bellandur,2 BHK,1260.0,2.0,2.0,83.5,2,6626.984126984127,False
Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,1100.0,2.0,1.0,60.0,4,5454.545454545455,False
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1717.0,3.0,3.0,125.0,3,7280.139778683751,False
Super built-up  Area,18-May,Chellikere,2 BHK,1088.0,2.0,2.0,46.0,2,4227.941176470588,False
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1335.0,2.0,1.0,56.0,3,4194.756554307116,False
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2.0,1.0,42.0,2,3500.0,False
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1325.0,2.0,2.0,60.0,3,4528.301886792453,False
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1157.0,2.0,1.0,73.0,2,6309.420916162489,False
Super built-up  Area,21-Dec,KR Puram,4 BHK,2283.0,2.0,2.0,121.0,4,5300.043802014893,True
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1200.0,2.0,1.0,54.0,2,4500.0,False
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,1510.0,2.0,2.0,65.0,3,4304.635761589404,False
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1050.0,2.0,2.0,54.0,2,5142.857142857143,False
Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,1200.0,2.0,2.0,45.0,2,3750.0,False
Super built-up  Area,18-May,Binny Pete,3 BHK,1516.0,3.0,1.0,147.0,3,9696.569920844327,False
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,2400.0,6.0,2.0,475.0,6,19791.666666666668,True
Super built-up  Area,18-Dec,Channasandra,2 BHK,1050.0,2.0,1.0,44.41,2,4229.523809523809,False
Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,1000.0,2.0,0.0,66.0,2,6600.0,False
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,1050.0,2.0,2.0,35.0,2,3333.3333333333335,False
Plot  Area,Ready To Move,JP Nagar,4 Bedroom,600.0,5.0,2.0,110.0,4,18333.333333333332,False
Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,600.0,3.0,2.0,62.0,4,10333.333333333334,False
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1210.0,2.0,3.0,69.0,2,5702.479338842975,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1660.0,3.0,1.0,110.0,3,6626.506024096386,False
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1410.0,2.0,3.0,125.0,2,8865.248226950354,False
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,1305.0,2.0,1.0,67.0,2,5134.099616858238,False
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,1800.0,6.0,2.0,101.0,6,5611.111111111111,False
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1206.0,2.0,3.0,53.0,2,4394.69320066335,False
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1150.0,2.0,2.0,55.0,2,4782.608695652174,False
Carpet  Area,Ready To Move,Dinnur,2 BHK,1100.0,2.0,2.0,65.0,2,5909.090909090909,False
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,1245.0,2.0,1.0,125.0,2,10040.160642570281,False
Built-up  Area,Ready To Move,Cooke Town,3 BHK,1850.0,3.0,3.0,110.0,3,5945.945945945946,False
Built-up  Area,18-Mar,Hoodi,4 Bedroom,3385.0,4.0,1.0,220.0,4,6499.261447562777,True
Super built-up  Area,Ready To Move,Sompura,4 BHK,2150.0,3.0,2.0,85.0,4,3953.4883720930234,True
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3895.0,3.0,1.0,390.0,3,10012.836970474968,False
Super built-up  Area,17-Sep,Lingarajapuram,2 BHK,1035.0,2.0,2.0,55.0,2,5314.009661835748,False
Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,600.0,3.0,2.0,72.0,2,12000.0,False
Super built-up  Area,Ready To Move,Zuzuvadi,3 BHK,1200.0,3.0,3.0,75.0,3,6250.0,False
Plot  Area,Ready To Move,BCC Layout,7 Bedroom,1200.0,6.0,2.0,235.0,7,19583.333333333332,False
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,755.0,1.0,0.0,30.12,1,3989.4039735099336,False
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,960.0,2.0,2.0,35.0,2,3645.8333333333335,False
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,450.0,1.0,1.0,20.0,1,4444.444444444444,False
Super built-up  Area,Ready To Move,Infantry Road,5 BHK,4000.0,5.0,2.0,680.0,5,17000.0,True
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1571.0,3.0,3.0,53.12,3,3381.285805219605,False
Super built-up  Area,19-Dec,Kanakapura,3 BHK,1489.0,2.0,1.0,70.0,3,4701.141705842848,False
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,800.0,2.0,1.0,32.0,2,4000.0,False
Built-up  Area,Ready To Move,Jalahalli,3 BHK,980.0,2.0,2.0,60.0,3,6122.448979591837,False
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215.0,2.0,1.0,65.0,2,5349.794238683127,False
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,911.0,2.0,1.0,26.5,2,2908.8913282107574,False
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1535.0,3.0,2.0,90.0,3,5863.192182410424,False
Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,1200.0,5.0,2.0,205.0,5,17083.333333333332,False
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1500.0,2.0,1.0,70.0,3,4666.666666666667,False
Built-up  Area,Ready To Move,Brookefield,2 BHK,1588.0,2.0,3.0,58.0,2,3652.3929471032748,False
Plot  Area,Ready To Move,Horamavu Banaswadi,4 Bedroom,675.0,4.0,2.0,68.0,4,10074.074074074075,False
Built-up  Area,17-Sep,Kannamangala,2 BHK,957.0,2.0,2.0,56.0,2,5851.619644723093,False
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1200.0,2.0,1.0,34.65,2,2887.5,False
Super built-up  Area,Ready To Move,Kanakapura main  Road,3 BHK,1495.0,2.0,2.0,52.33,3,3500.334448160535,False
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,0.0,34.0,2,4023.6686390532545,False
Built-up  Area,Ready To Move,Padmanabhanagar,4 BHK,3000.0,4.0,2.0,350.0,4,11666.666666666666,True
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2206.0,4.0,1.0,180.0,3,8159.564823209429,False
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1181.0,2.0,1.0,61.0,2,5165.114309906859,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1309.0,2.0,3.0,69.5,2,5309.396485867074,False
Built-up  Area,Ready To Move,Horamavu Agara,3 Bedroom,1400.0,3.0,3.0,63.0,3,4500.0,False
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1622.0,3.0,2.0,95.0,3,5856.966707768187,False
Super built-up  Area,18-Apr,CV Raman Nagar,2 BHK,1225.0,2.0,2.0,48.0,2,3918.3673469387754,False
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,1719.0,3.0,3.0,95.0,3,5526.468877254218,False
Super built-up  Area,Ready To Move,Abbigere,2 BHK,995.0,2.0,1.0,40.8,2,4100.5025125628135,False
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1120.0,2.0,2.0,53.0,2,4732.142857142857,False
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1047.0,2.0,1.0,75.0,2,7163.323782234957,False
Super built-up  Area,18-Apr,Devanahalli,3 BHK,1466.0,3.0,3.0,59.96,3,4090.0409276944065,False
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,100.0,3,5913.660555884092,False
Super built-up  Area,20-Dec,Chandapura,2 BHK,876.0,2.0,2.0,28.47,2,3250.0,False
Super built-up  Area,18-May,CV Raman Nagar,3 BHK,1659.0,3.0,1.0,135.0,3,8137.4321880651,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2.0,1.0,105.0,2,8267.71653543307,False
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1269.0,2.0,3.0,50.75,3,3999.211977935382,False
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,1200.0,3.0,2.0,80.0,2,6666.666666666667,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1315.0,2.0,2.0,69.5,2,5285.171102661597,False
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,2485.0,4.0,2.0,198.0,4,7967.806841046277,True
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1354.0,3.0,1.0,85.86,3,6341.211225997045,False
Plot  Area,Ready To Move,Whitefield,4 Bedroom,1344.0,3.0,1.0,130.0,4,9672.619047619048,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1180.0,2.0,1.0,55.0,2,4661.016949152542,False
Super built-up  Area,18-Apr,Jalahalli,2 BHK,1313.0,2.0,2.0,68.0,2,5178.979436405179,False
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,1100.0,2.0,2.0,50.0,2,4545.454545454545,False
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,600.0,4.0,1.0,78.0,4,13000.0,False
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 Bedroom,1200.0,3.0,0.0,190.0,3,15833.333333333334,False
Plot  Area,Ready To Move,Srinagar,6 Bedroom,625.0,3.0,3.0,78.0,6,12480.0,False
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,890.0,2.0,3.0,37.0,2,4157.303370786517,False
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,1190.0,2.0,1.0,55.0,2,4621.848739495798,False
Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,1250.0,2.0,0.0,75.0,2,6000.0,False
Super built-up  Area,19-Dec,Hoodi,3 BHK,1644.0,3.0,3.0,80.51,3,4897.20194647202,False
Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,1740.0,3.0,2.0,150.0,3,8620.689655172413,False
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1710.0,3.0,2.0,110.0,3,6432.748538011696,False
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,1000.0,4.0,2.0,130.0,4,13000.0,False
Super built-up  Area,18-Feb,Hebbal,3 BHK,1662.0,3.0,2.0,155.0,3,9326.113116726836,False
Super built-up  Area,Ready To Move,Virupakshapura,2 BHK,1162.0,2.0,1.0,48.0,2,4130.808950086059,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1362.0,2.0,3.0,85.0,2,6240.822320117474,False
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,540.0,1.0,1.0,22.5,1,4166.666666666667,False
Super built-up  Area,18-Nov,Thanisandra,3 BHK,1533.0,3.0,0.0,75.885,3,4950.097847358122,False
Plot  Area,Ready To Move,Masjid e Alkareem,5 Bedroom,900.0,4.0,1.0,62.0,5,6888.888888888889,False
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,1250.0,4.0,2.0,135.0,4,10800.0,False
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1410.0,2.0,3.0,54.99,3,3900.0,False
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2665.0,5.0,3.0,125.0,4,4690.431519699812,True
Built-up  Area,Ready To Move,Singapura Village,2 BHK,970.0,2.0,0.0,45.0,2,4639.1752577319585,False
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,1799.0,6.0,3.0,101.0,6,5614.230127848805,False
Plot  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,1500.0,6.0,1.0,300.0,6,20000.0,False
Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,1200.0,4.0,3.0,155.0,4,12916.666666666666,False
Super built-up  Area,18-Dec,Haralur Road,3 BHK,1810.0,3.0,2.0,97.83,3,5404.972375690608,False
Super built-up  Area,Ready To Move,Sathya Layout,2 BHK,1084.0,2.0,1.0,51.0,2,4704.79704797048,False
Super built-up  Area,Ready To Move,Doddabanahalli,3 BHK,1500.0,3.0,2.0,85.0,3,5666.666666666667,False
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1328.0,2.0,1.0,56.0,3,4216.8674698795185,False
Built-up  Area,Ready To Move,Marathahalli,3 BHK,1485.0,2.0,2.0,90.0,3,6060.606060606061,False
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,1500.0,2.0,2.0,58.0,3,3866.6666666666665,False
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1100.0,2.0,2.0,85.0,2,7727.272727272727,False
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,1360.0,2.0,2.0,73.0,3,5367.64705882353,False
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,900.0,2.0,1.0,75.0,2,8333.333333333334,False
Plot  Area,Ready To Move,SMV layout,3 Bedroom,600.0,3.0,3.0,86.0,3,14333.333333333334,False
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2.0,1.0,54.48,2,5284.190106692531,False
Super built-up  Area,20-Aug,Whitefield,2 BHK,955.0,2.0,0.0,38.19,2,3998.952879581152,False
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1040.0,2.0,2.0,36.4,2,3500.0,False
Built-up  Area,Ready To Move,KR Puram,7 Bedroom,2800.0,6.0,1.0,110.0,7,3928.5714285714284,True
Super built-up  Area,Ready To Move,Kothannur,3 BHK,1404.0,2.0,1.0,56.15,3,3999.287749287749,False
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1200.0,2.0,2.0,46.0,2,3833.3333333333335,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1267.0,3.0,1.0,78.0,2,6156.274664561957,False
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1510.0,2.0,3.0,110.0,3,7284.76821192053,False
Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,900.0,2.0,1.0,42.0,2,4666.666666666667,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1457.0,2.0,2.0,105.0,3,7206.588881262869,False
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,4.0,2.0,268.0,4,7452.725250278087,True
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,1408.0,3.0,2.0,80.0,3,5681.818181818182,False
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1005.0,2.0,2.0,45.0,2,4477.611940298508,False
Plot  Area,Ready To Move,Dodsworth Layout,6 Bedroom,30400.0,4.0,2.0,1824.0,6,6000.0,True
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,545.0,1.0,1.0,28.0,2,5137.614678899083,False
